Text,Sentiment
First ever purchase on a new mat for I hear frond green is hot w the ladies via user,1
Great analysis of,1
Monthly h s getting closer to snapping neckline,-1
user s provided a nice back test of B O level,1
come so far that the gap fill at the tower analogy Need search on my site if don t know what it is,-1
daily at of the bat with short h s Wait to setup user,-1
user on For Money And Improving On The Cost Side,1
System AT BAC M S,1
breaking out of channel All MAs are lining up in upward direction,1
long will take early assuming no gap SPY green detect above vol,1
If you have OII short They have over B in not cash,-1
SI and suggesting further downside to near term support in the region of ema,-1
is in Breakout mode for It its EMA on high volume Bullish cross,1
A GOOD TIME TO STEP BACK AND THE BIG,-1
Anyone follow earnings th interesting here off day under share may get a bid into the report on,1
long target,1
nicely green on red market,1
from watch list near first line,1
looking like it to breakout today,1
Good eye user broke resistance to continue its bullish trend,1
long,1
long more going to,1
more,1
Going to tank real soon,-1
s Tony Shift Toward Mobile Audio after beating,1
M Patent Could in M after beating,1
user M Patent Could in M after beating,1
bot bot,1
tri formed up here waiting for resolution to make a trade,1
average is Could easily come back to,1
CEE that was short at target lower,-1
interesting on that level Now just over an P trend line from June Could be a good entry point with a close stop loss,1
on day,1
feel bad for those stop that got taken out,1
No,-1
Marijuana stocks smoking HEMP the new trend Next hot sector money in focus,1
just like we said hours ago it is national week Easy option here we go,-1
Despite market spook by media and the going this week,1
working off some overbought but rising shakeout today despite market overall,1
CEE more me to short at,-1
p times average volume today of people have taken interest here,1
added to in trading account,1
head and update,-1
tech stocks with power And you keep exposure to boot,1
a few and holding over night a few POSTED VIDEO,1
new HoD nice,1
holding ANA,1
After Most Advanced THO IF CODE,1
getting long building position here for move stock like a rock today target,1
you don t see a spike like that one huge green bar without some sort of continuation somebody,1
Market Wrap Video to Watch ist HA,1
Post Earnings,-1
YM to break above Downtrend continuous,-1
K is lower slowly with greater than average volume Be Aware,-1
HA Over,1
Short interest very low POINT AND GAP lower inplay,-1
and HA,1
Over for a continuation,1
SPY ES We trade what we of noise or ur,-1
user a history of management dropping the ball on in the stock price Hopefully they stay silent this time around,1
WAG should be a good stock winner because it is turning into a horrible company for its,-1
my weekly post is a collection of dot,1
out weekly C,1
Way to go to have found support from MA p trend,1
BAC to today,1
stopped out for a nice gain,1
still working well play of the week so far,1
this inverse h s off fib longer term W bottom,1
moving stop up again been a huge winner,1
EN with stop entry,1
BOOM,1
loading up in,1
trying to break the line again and already at average daily volume earnings tonight,1
G both breaking up out of similar bull flag volume light though so keep that in mind,1
breaking out of this bull flag,1
G same story moving in tandem here,1
new HoD,1
for TA A,1
is really getting interesting Might see new really soon,1
PI making an effort watch TIP too here,1
Monthly Triangle on,1
price action looking good going into earnings tonight,1
take over chatter I know don t laugh,-1
If you are bearish here you don t know poker This is incredible,1
moving stop up again,1
this market leader to hold up well,1
long here,1
BAC Very Strong Making since week on both sides But Today Bull,1
attempt at a new high possible hesitation at the top I like the NFXP at,-1
user for the Gap for business is so a low on x is and the MA is also so that is my target,1
BAC going above resistance with some really HEAVY volume today Should be in everyone s radar,1
looking for the breakout entry stop,1
looking good so far on hourly for it to pull in to the at maybe more,-1
perhaps is time to start considering a position on this name again Finally some commitment,1
Short Will go down as soon will,-1
sold my stocks better be flat,-1
user Market only to care about beating which were inflated it,1
Begin to I,-1
I think it s obvious that more room to run but I certainly like a lot more Compare their P E and revenue growth,1
Are we seeing a minor pullback for or the beginning of a major correction This investor t about to test the water Still bearish,-1
from watch list crossed above day and near line with volume of ave,1
Trailing Stop from prior of and,1
user yesterday I bough at K and K I will continue scaling up down,1
BAC Out Not being Greedy Will wait for a pullback or another day to,1
Here it goes again,1
SPY Will S P and Moody s once again threaten sovereign downgrade in response to mortgage fraud action,-1
by a follower poised to breakout to new Buy area on volume,1
SPY that Justice is seeking B from S P for mortgage in civil case no criminal to date,-1
BAC two I m looking to get involved at the close,1
long could be late though watch ur,1
like those for are paying well,1
Breaking a short term downtrend line w SI rising and trying to cross above,1
user Sold because the dump is coming,-1
next trip to its not going to be,1
on functionality on cost service Q s of deferred rev back end loaded tough bar for Q,-1
making a move to break into the gap,1
Weekly Triangle on Scaling p,1
V On watch for tomorrow,1
up almost in after,1
TIP coiling like a rattlesnake long higher,1
Pretty set up,1
When a company by cents you have to seriously doubt if that is due to accounting,-1
No for me only,1
don t do,-1
thats good below the equator user yoy growth over last six Q s,-1
like the intermediate bullish trend been broken in been safe money for now,-1
weekly tied heavily to but absent that catalyst this pattern,-1
Yep like I said Penny stock in the making,-1
Not only will this become a penny stock but this company will continue to dilute its like Silver did in the past,-1
Amazed how an gainer no ST recognition Guess that goes along with only,1
Short Setup target,-1
A subtle buy signal today the set up,1
Put at the top of your radar today after at Buy and target price of,1
STOCK,-1
user weekly Going higher bot into close yest unit cost see we get a today,1
report after the bell a type of quarter out of both NOT INTO WI TADE THE,1
possible bounce above,1
breakout point,1
b o point,1
on this and two of resistance Valuation incredibly cheap see if volume comes in again today,1
Back in BAC,1
something is going to happen Two days ago we saw the volume of the year Oversold high,1
Going under,-1
So he go bid,1
trying to break out of bull flag New week,1
breaking out this am good earnings th,1
PAN Caught an upgrade with short interest Breaking out here,1
last minute add on to,1
Follow the downtrend,-1
Short,-1
Drop like a ock,-1
heading for the gap,1
The Dump will come faster than the pump,-1
Dump in Progress,-1
squeezing,1
DA back in the breakout to all time entry stop,1
Bullish signal here Want to see a close preferably above to confirm,1
like someone got tired of going down today,-1
up everything dangerous dumb hysterical about the Post Office circa user,1
me too user So t gap up this morning toward ST upside target but I will take a sudden reversal,1
Watching closely long lifting higher on chatter on the Stream,1
Nice all time high attack by today long user,1
Free falling Now to,-1
and ready to keep going up today I would be good with,1
CEE short higher and will short more here,-1
Short term for,1
BAC and my two from yesterday are holding up really well Both trading with HIGH volume in a weak tape,1
BAC will add more if we close above today needs to take out to attract more,1
AN breaking hourly,1
Trailing Stop from prior of and,1
daily few like the long call on this one but after chaos and sell we got oversold PWmo,1
BAC of on last minute,1
Beast mode today,1
day for both today see what,1
thank god for the dividend tomorrow or I we would be back lower than where we,1
user to have no volume confirmation to take higher watching closely to this one,-1
BAC Added Some on the pullback,1
a few insight about volume is key POSTED VIDEO,-1
short working nicely watch for a break and run of,-1
is Sinking,-1
I need to sponsor our stream with all the pop and it people people are just way too tied to it,1
is in a big rising channel w its top at bottom at Momentum turning up again,1
AFFY break down the support line,-1
and and FED GCF tomorrow morning Test weekly,-1
should buy the disc traffic is probably the only profitable and useful thing the postal service does,1
Volume is ABSENT Soon the will be,-1
Drop,-1
JOY anticipate the bear flag break,-1
break,1
DE higher bid offering coming look at all the recent action on the per above here,1
Earnings today Stock up,1
more weakness here and it might hit a dime under,-1
Never got in but they are taking the right by on digital content and not the physical to,1
BAC good for Tomorrow we could go over Healthy pullback today with volume,1
lot bid in the P at could create resistance or a temporary sell off,-1
Covered to not Pay dividend will short again Tomorrow,-1
user Cover your Shorts unless you want to pay the dividend Done and will tomorrow,-1
next stop,1
Tomorrow the stock Should Gap down of Average which is the dividend of,-1
solid day of trading may be flat SPY but there was still lots of profit to be made and was Nothing not on,1
user user still holding your short from No it cost me overnight to keep will short again in,-1
headed to AWAY,-1
Weekly dead cat retrace done on NO volume will bail en masse,-1
yes close over,1
ICE is at Short away,-1
No Brainer FEE CASH Sell,-1
Another out,1
running hot,1
Market Wrap Video to Watch ist,1
Prudential stake st off ship get,-1
Key confirming the expectation on BAS These and other set T,1
P poised Needs over,1
In it s own secular bull market COO The Cooper Bull Flag Daily included dogs,1
M here heavy volume inverted hammer candle we should see a nice green bar up unless all exhausted from today,1
Bullish T Setup Breaking from a year base,1
Is the S P diverging from other key The,-1
P back to its trend line and to be setting up for another upside move es,1
Only a rise towards can confirm the new bottom of,1
user upgrade raise from to More on surging BB,1
is like a w a biz big position in yahoo japan which is up balance sheet also a position in,1
catalyst with A possible s new globally,1
F headed for,1
Setup Solid this morning should trigger the gap,1
I estimate will buy of Made in SA clothing per year for next is only massive scale plant left in SA,1
user Sour Apple not happy with This should be fun POXY FIGHT,1
next target on in next week,-1
Morgan Is Our Medium Term Target,1
The new as Apple on the No report Target,1
You know you are doing something right when you are the comparison,1
user BAC no longer a problem,1
C breakout watch above,1
GEO good above,1
looking like a nice short off,-1
user here Where is the yield support,1
Breaking out of it s base above the mark Next key level Slow Stochastic SI now showing some very good strength,1
Very very slow some should start selling off real soon,-1
long if Stop loss long beating fit well the deal,1
a few short,-1
CF SO Scratching my Head how goes P in a shale and refiner are P X Do we feel Screwed,1
On next pop if I m out of other I will short for a quick trade,-1
breaking below day MA,-1
user like a trapped long to me t care about preferred stock last year,-1
Price is what you pay Value is what you get Those never have been so true as in the case of,1
O option trader k betting on a down move A bad earnings omen,-1
Scaling some bot at at,-1
added risk of bankruptcy Not out of the yet More work remains if thesis met Apparel,1
No here Just an it down Here s a chance to get stock cheap,1
Headed back to on over saturated Cell Phone Market That will own as next mobile OS,-1
For once the market is making fresh and is hold firm,1
moving up on big down day,1
option trader call betting on good earnings,1
CEE goes back above all over that short again I think I can make in a week on this one,-1
Still like its in trouble to me no sign of a low so bearish,-1
to Volume up,-1
some small some big a variety to watch JAG C MO KO,1
another and mortar dinosaur falling to here,-1
now we need that volume,1
CEE short entry here,-1
long for crack at,1
Green Weekly Triangle on,-1
long,1
made some,1
Diving in considering on links spin off via user DE,1
DECK about to give some major loving,1
user Currently long HA,1
JET entry stop,1
early release earnings next month made major CAB TA,1
it s acting really good despite the choppy tape,1
Coming off the bottom with the Grandma pattern,1
BAC really to get BACK to retest its old,1
year entry stop,1
Swing Trade Quick Pick Corp,1
need to be taken no looking back if this is for real,1
Volume Fade away like as usual,-1
user That was the rally in history like an old man climbing He still got it up,1
Short on NO NEWS and no sustain in volume,-1
Green Weekly Triangle on,-1
Don t get me wrong into earnings was a mistake what I read over billion in nothing to scuff,1
S was Keeping Money to innovate and buy New Tech since no longer innovate why keep,-1
bingo can I please sell my Call that I bot for NOW,1
In order to grow u need to SPEND MONEY aka INVEST in the future At x earnings is a steal and shorts will cover over time,1
my estimate was based on linear extrapolation Beating my they are actually growth,1
user also is better b c streaming is The movie clarity is awful The skip b c,1
user just saying BOX is not the future why considering the growth of the company over the and valuation is cheap,1
user That s what last time down big the following day then a massive short squeeze and closed,1
I guess I m old fashioned I own over love Blue ay streaming can improve clarity and no skipping I m to,1
beautiful to see all these,1
user sticking over million in there unit cost is Also cash flow mil go down,1
user This report is goofy were factor lower rev aka same store from acquired Corp,1
Weekly Triangle on,1
user typical pump dump today will talk about later tonight via video,-1
Absolutely Delicious s Soup SPY Fortune,1
Compare the squared t they look similar,1
above its downtrend triangle pattern,1
user Fascinating chain between user and debating the of,1
bot I will to be patient moving in right direction Don t underestimate loss of Sat Mail too mil p e,1
time to return to Apple record billion operational cash flow quarter,1
added to Small Cap short cheap valuation though growth via E,1
an,1
Beautiful Bull Trap,-1
D White A Juicy Turnaround on hr video from this is great stuff,1
No Volume No Conviction Bearish,-1
added again to,1
a topping out so far at day is still young so watch this pull back,1
user mention the lower same store in well I guess him t Factor in the Do ur,1
from watch list needs a volume boost now at but watch as close to top,1
on watch list as a continuation trade and it is,1
all off next to this baby is in its prime,1
Volume Fade fast,-1
nice base here could see a pop here after short covering on into the Valuation cheap Biz model on track its a GO,1
as we close in on hod this one should get perky MY WE day maybe even up on the day out on a limb,1
on weak today,-1
this level building base here over next stop over that P to over day watch HIT TODAY,1
Confirming nicely here above the day of,1
breaking out looking bullish,1
Mining related stocks showing weak relative strength versus ESF last few A,-1
Confirming nicely continuation above Also like breaking out above the day I like today,1
now closed now BAST OFF,1
user Major To Watch,-1
Time for a Major Correction,-1
already at average volume for the day and trying to get separation from resistance,1
ripping lots to go,1
user what is the cash pile per share worth anyone know share is CASH give or take,1
user recent trip to even the taxi have wait till they get into China,1
user Great rotation confirming what I have been saying here for a while Money coming out of and,1
Trailing Stop from prior of and,1
I do wonder if the same shorts in today were in last year at They seem to be making the same argument,1
is breaking out ahead of an earnings beat,1
Who really want a broken stock you have kept over E Being Trapped,-1
low of the day was candle wick growing downward divergence downward Stochastic downward divergence SI downward,-1
is planking,1
Where I stand on,1
Jeff and Discuss Earnings on The Slant,-1
Added more of,1
Hill is a huge sell off because of the rating agency Fitch cut their,-1
Good place to lock in some profit at p since alert at from th,1
DECK squeeze short,1
should break into the s very soon nice breakout just needs a little more volume,1
user About G it is in a mode that is no a good trend I am seeing,-1
I swear never seen such terrible on one stock ever in my life The news is not negative,1
See Flash Crash pm,-1
user will be sell the news sorry if I offend anyone G,-1
Selling begin First Wave of Dumping,-1
Flash Dump Begin,-1
firing on all,1
closed my P C C bull here for roll to I take the the premium or some of both,1
to long,1
PO Swing Trade Quick Pick Corp PO,1
Mar put Mar put Mar call call will fill gap to,1
Dump in progress by Fund Done,-1
Stop on is hard stop to make,1
Flash Dump in progress Done Be patient or press,-1
Dump by in progress Done Be patient,-1
March in credit of If put to me I buy net cost If not I keep Win Win,1
solid day with leading the way for me Out and added a little after selling in AM,1
user we should see again and after that my exit,1
on getting a pretty good business for the price and worth about,1
user Eric to sell roughly percent of stake,-1
Weekly Triangle on Scaling p,1
Green Weekly Monthly Triangle on Scaling Down,-1
b hammering out a bottom here at its Solid growth low P E ratio possible earnings winner Earnings,1
I just legged into Why t selling any of their and Eric s keeping a few,1
Yes I saw a great opportunity when it to as you can tell from my user user are you still long,1
Brutal on will create a opportunity soon user user like or for a trade or T hold,1
in this range user user You still long in COP Are you a buyer today,1
Short to prepare for the next correction BID COX Prepare,-1
volume it could go tops and set new over,1
Acting well above flat base trigger b o from for a retest of day SMA at,1
One of Buffet s favorite Cup with handle trigger of,1
long healthy pullback into sweet zone between upper bolly SMA hammer today a plus,1
long like to base a few more days but ready if it,1
AA really liking the scale in entry here limited downside nice upside,1
A little more of the write up on is available at,1
high call vol short Check as well better hard always rumor,1
breaking swing High Volume good,1
Week for KOS AX V,1
for of the stocks are up double one is up w dividend KOS,1
Market Wrap Video to Watch ist ANY,1
The long break of its day is just one step away Watching for breakout,1
Bullish volume pattern it on a close over,1
play Watching over for,1
Over or,1
a Continuation take it over the top band,1
Waiting for break out of bull flag horizontal channel,1
Commentary on,1
Going long tomorrow I think is written all over this one ex div is also coming up,1
Morgan Coverage on at Breakout watch over,1
Feeling good this morning about after still holding up and are coming around,1
Weekly Triangle on Closed at Net Profit,-1
Weekly Triangle on Closed at Net Profit,-1
SHOT will see around very soon is to much for thanks and have a good day,-1
Today is the very important DAY we haven t closed green for days in a row since Sept Very bullish short term if this,1
and SODA look interesting but will wait until after earnings release,1
Next big little thing,1
SHOT will see the price around very soon Have a nice day,-1
From Yesterday NEW Post for the Week SPY X,1
getting the s bounce At resistance t pull trigger till break of recent,1
Monthly Triangle on closed at,1
holding on nicely,1
back to a few clearing day ma,-1
clearing back about this resistance area worth,1
to trend higher a solid run since,1
BAC holding up well could see much higher by year end,1
A couple stocks that are setting up well in various time JAZZ,1
resistance near bearish below at and,-1
back to the Should it break above I still short here,-1
suddenly to,1
remember that one low volatility pointed out couple ago Forgot to check Next,1
with steadily going up i want to grab more,1
maybe today is the day for a breakout over,1
I think its a great level to long after its pullback from to,1
rally,1
ouch,-1
Sure is wound tight here,1
Broke trend line Ho hum CA,1
t seem to be much talk on today new,1
want more march,1
keep an eye on presentation bout drug at a pm in today on watch for volume to come in,1
about to go to watch break of day by end time to rock and roll baby,1
a five bagger in pizza no if you own domino s stock since the are magical,1
Nice Breakout w volume Next resistance at,1
Green Weekly Monthly Triangle on Net Profit,1
is a great day I think we seen the bottom,1
Currently holding ANA,1
a strong follow day on volume exactly what you want to see for confirmation,1
we have a joke how often it is wrong when they make a or change the day b a raised on KOS,1
long,1
Green Weekly Triangle on Open position at Opening both and Short,1
Green Weekly Triangle on Open Short position at Opening both and Short,1
These ready to sell yet on the gambling bill that will fail,-1
to breakout is short term resistance,1
watch this consolidation a volatility squeeze eminent for next move up,1
,-1
,1
P is breaking out,1
is this a potential h s on with neckline ish,-1
again lining up to break out,1
user user coming after writer vehicle log he took long detour WOW,1
Crack,-1
Sell Off Somebody Know Something and Dump,-1
M Settling in with,1
Green Weekly Triangle on Scaling p,-1
AN doing what it to today bouncing at support,1
still sitting above key support may test further but no damage done longer term,1
ast time was when Cook this was when Cook spoke,-1
any news,-1
out the last from this morning min opening range,1
setting up for a sell the news tomorrow on Cook speech He is no market will be disappointed a break,-1
user setting up for a sell the news tomorrow on Cook speech He is no market will be disappointed a break,-1
user is WEAK lower will be nasty Sideline if ya long taking over,-1
Made in SA ess Profit for Shareholder and Share will drop on anticipation,-1
user If cash back to S Made in SA ess Profit for Share will drop on anticipation,-1
can break above the old week high of tomorrow It gave us another green candle on the daily and weekly What a beast,1
Do I believe Well since I do w,1
gap fill idea big,1
Ground Hog Week distribution at,-1
s Breaking to be Featured on Discovery Channel SH,1
so close to magic ready for a big volume day with great earnings due Target,1
to lower weekly channel support at,-1
Over,1
Momentum Post thick and deep but dont chase,1
bullish,1
If it the resist the move may be powerful Breakout candidate accumulation,1
expect to trade higher on Dish positive about Basically them game changer,1
worth earnings coming out so could move either way,1
Watch nice base working a bull flag could get to the day ma around on b o,1
will be watching this week for higher,1
user could be getting ready for a move to the day,1
the day ma like a champ yesterday see if it can squeeze some more shorts,1
T user lots of bullish technical tonight have always a higher price,1
V can only appreciate,1
last one watch for the breakout good luck today,1
looking to add to short position on any bounce,-1
sold stocks at now we are at We will come back P soon Patience my I m,1
sell stocks at we wait for it lower,-1
moving again,1
COX the pattern tension building as it up,1
speech tonight moving it on up in channel squeeze,1
waking up,1
BAC Out waiting for a pullback to comeback K profit,1
on watch list with ave full day volume close to line,1
JOE successful test of that support I last week,1
Cover my Short B Conference,-1
nice set up,1
opening range is in up X and similar,1
back to yday opening range high support bounce,1
Cook should inquire as to how many faced every time he is for walk off the stage,1
taking some here long small stop,1
Green Weekly Triangle on Open Today Scaling,-1
Green Weekly Triangle on Second Scaling,-1
Trailing Stop from prior of and,1
Green Weekly Triangle on Third Scaling and Closed,-1
new yr,1
P breaking out after expanding from Shark Pattern yesterday,1
Green Weekly Triangle on Net Profit,-1
daily,1
Gap and go likely Also liking the action today on Also bullish T,1
like I said yesterday is a broken stocks and is not the right for the company Still SHOT,-1
when I got lot of hate yesterday after saying SHOT apple I my short was definitely going to work today,-1
been trading like a leader ride it until it,1
enjoying some really nice gains right now from my SHOT Next stop if that does not hold I expect to make a new OW soon,-1
Based on historical research about K is a short right now after being from Sell to Neutral Sell signal,-1
it or Not will fill the gap B will see,-1
NEW POST Is Still in the Grasp of Corrective,-1
long next one to pop out base get it hot too at new hod,1
long holla,1
Price Match is a reputation destroyer since you can match price with gr technology Price Match Friction,1
Monthly Triangle on Scaling,1
hit resistance yesterday and to roll over holding short currently,-1
weekly uptrend support becoming new resistance and bear flag in the making,-1
SI is sloping lower is about to cross down Negative Divergence on Daily Distribution,-1
user trying to go looking for follow through I think the follow through is coming This more,1
clearing this rising trend line support off minute looking to add to short position,-1
ready to go I buy some even up here too along with user,1
a few trading POSTED VIDEO,-1
new HOD,1
Added some Mar Bull Straddle for squeeze,-1
DISH Break out watch over,1
Corporation Option make bet on up move by June,1
BAC huge spike on just now,1
short right here maybe write some MA if show up before close today,-1
BAC breaking out I suggest you some if we hold above at the close,1
currently a loser for us but higher would like to see more volume on upside,1
BAC huge spike in the last min,1
still good but need that volume to come back to truly power on from here,1
BAC now that s what I call,1
Trailing Stop from of and,1
V still taking a breather still above first support good place to add,1
very efficient trend love seeing these,1
this on just a retrace to base of breakout say,-1
BAC shorts better make a decision today will give another push for continuation tomorrow,1
sure to be mutual s in limit and never getting filled more to come,1
just know your gut will betray you quite often in the trade em thing even on,1
Trade for Approval Decision,1
moving stop up again and protecting on big gains,1
Trailing Stop from prior of,1
Trailing Stop from prior of and,1
Innovative May Win S Approval After Early good news for,1
Took two position overnight BAC and,1
Call feeling good about our position and good momentum coming out of last year,1
there we go A great end of day pop in the last on k volume for a little bit more tomorrow,1
AX was exhausted and to form a downward channel Downward divergence in Strong support at Great SHOT,-1
to fill the gap which will be complete at Higher and and SI showing bullish,1
For the past booked an return of during to Mar option expiration It posted positive for,-1
For the past posted a Best return Worst return during the to Mar option expiration time frame,-1
More like crapple as one student said today Bearish with a move lower tomorrow It s failing exactly where I thought it would,-1
BAC Fiscal Cliff talk by President Tonight Ouch,-1
where here there best dealing with this complex H S,-1
Mac un SA said ower Profit Margin,-1
user How will smaller and higher wages and help apple,-1
hammer wedge worked out from last week Y TO,1
user will make in S The st line of will be the Pinto They if from behind,-1
BAC is the rally Ouch,-1
Back over high today was,1
Will gap open higher No idea where enter Would love get in at but may not get it,1
Fresh long should be made only when the stock above with an up candle,1
we re in a short term upward trend with the positive rising and w rising nicely too,1
look interesting at this priced after C bought stocks on,1
DE if hold above be aware of resist,1
target to on,1
by up M p should have a nice run today after last night,1
SOD WI BY BACK AGAIN I WI TAKE WHEN THEY IT WE TADE THIS TIMES TODAY GOT EASY WAY,1
BAC C with pending macro data,1
Continuation likely,1
the dip that target on month daily A B C D,1
user NAT,1
PO specialty is slowly approaching new all time,1
short stopped out rough to walk into a gap up,-1
this could be the last good chance to short,-1
O Q earnings of per share which Q earnings by if Stop loss,1
Scaling Down at,1
For the past F booked an return of from to Mar option expiration F posted negative for,-1
Exact reason why are than individual stocks News a stock Trade KO Not,1
user O Stop loss in after beating,1
user user O Stop loss in after beating,1
running NOW,1
P approaching resistance area around,1
spread C times at selling the P times at Both against much lower open interest,1
The of Play Index h t user,1
V going into full breakdown mode,-1
Majority of Stocks regularly lag NQF ESF on strong up days,-1
user stocks i been at with for KOS HAIN AM I diversified Will i see this year,1
V on any and all Doubled since another double sooner than later,1
un p Trade Into Approval Decision,1
and EMA,-1
CEE should crack not go above with full cover then will again CEE on the red train down now,-1
short anybody thinking of this should be watching a supplier to switch s,-1
Take a look at how after touching lower previously,1
Trailing Stop from prior of and,1
short via Put,-1
user Where do you see it by the end of next week,-1
is a player in D CAD that explosive growth paying in the industry,1
With the mess that Twitter s made of sting are you me excited for to just step in and print off,1
earnings last yr Yoga trend Can stay on top of it,1
DE slowdown in S farming but boom abroad,1
Why would anyone buy AX s when there are many more high quality that essentially cost half the price,-1
off but upward Our take also look for our solar market outlook soon,1
get on the train to San now before next earnings,1
pep trying to break the on the min after triple bottom,1
here is some news none of us have ever,1
tight flag minute,1
BAC New OD,-1
BAC New ow of Day Broken,-1
BAC OD is now,-1
BAC Back run down to area to consolidate Sell Off Profit Take,-1
BAC of Big on New OD again Expect a big sell of,-1
ESF Vivid bearish volume histogram divergence in home sector TO EN,-1
BAC It s will be to consolidate few day around before going to,-1
BAC Big are selling on lot off Big Stake for sale,-1
user BAC All the are reversing now,-1
BAC evel lot of selling occur from funds,-1
out of short more carrying remainder overnight also short full position and BID,-1
higher div likely more value Why no stock split instead,1
Monthly Triangle on,1
user still holding those,-1
Swing Trade Quick Pick The J M,1
user Did you check my update about,1
Best Buy Founder to Plan at Profile NONE Disclosure Short,-1
to Add to soon,1
looking to continue to add as well,1
is going down like a Ship,-1
in after big run since underwriting million secondary,1
Never mind Call her for the longs target,-1
uptrend still intact Had resistance at It will attack that again in the next days First gap to close is then,1
Our solar outlook,1
user That s why we own t get any than that on the risk side,-1
Omega a million share stake in also sold his entire stake in Apple,-1
Take a look at how up quickly after touching the lower Band Happening again,1
no matter how I look at it I still can t figure out why it s valued at,-1
Market Wrap Video to Watch ist AGO AS GA by My Valentine,1
BAC Don t forget is rd of month So we will see below for,-1
After Most Advanced IO THO Z,1
CEE it s red bar down more and CEE made it move yet patience,-1
user You re Wrong I was long BAC till Yesterday I think you are falling in love with Stock instead of making,-1
is next Warren must like chocolate with a coke KO,1
AN rally on upgrade might be enough to keep us long price needs to reclaim wk,1
C Wall Street in red before data,-1
Side note Nelson actually designed the new ketchup s is one s investment,1
BAC zone plunge rate cut,-1
DE looking for a bounce,1
Hedge Funds Are These Oversold Highly Stocks With Troubling,1
the last two times I saw Warren he told me to Catch p i just thought I was slow,1
w low,-1
estate on fire this morning wit and Z Z only up since the open,1
AFFY oversold is precaution not a death sentence,1
Great relative strength today in red tape This,1
full year,1
being sat on at by large sell maybe some people need out of shorts,1
AFFY unbelievable round trip,1
still acting sluggishly but not yet hanging in,1
long late night line was funny last night all men with last minute candy did you get yours,1
so much for my at least I have common stock here we come,1
upside volume low but confirmed strong support beneath,1
off its recently but volume remains on upside no damage done yet,1
news on,-1
aggressive put in,-1
higher a great ex of right and sitting tight your to run,1
below the triangle,-1
The Harbor M,1
user Me too but been kicking my A,-1
daily had the buy its in extreme overbought so up should slow down but orange EH is power,1
Setup Triggered,1
user Setup Triggered,1
Now that s a pretty Short Stroke forming,1
Now that s a pretty Short Stroke forming,1
is a tough one to figure out trade short term I m in long term so I brush off the volatility,1
Weekly Triangle on,1
user Nice Super,1
Sold partial It is in a bear market you make most of your money you just don t know it then,1
weak no volume,-1
Fidelity now,1
say here or,1
BAC altho vol during formation not ideal still a saucer nonetheless possible C n H Trend clear,1
after a dividend cut of,-1
do you think it will fill the gap,-1
buy after a minor pullback target,1
mins Bear,-1
needs a little bump to get it moving up again,1
daily volume good for higher Next resistance is,1
yesterday s initial,1
HA from morning follow up best new mover from watch list today with volume of ave full day,1
ESF rotating into Junk stocks like and squeezing them Sign of End of Inflation ally,-1
a monster day The Evil Empire again HA,1
W looking nice,1
ma crossing above ma,1
AN like that pullback entry worked now see the action,1
seeing a bearish divergence forming on watch for a flush to short,-1
at the,1
Solar stocks are ripping up and up and,1
call vol me in,1
is breaking out Tiger Global Stake in from M to M,1
AN turning positive SI rising crossover EMA,1
short,-1
entry stop,1
Going down to ouch,-1
indeed broken out of mo base with min next upside target of if and sustained with term outlier,1
BAC Sell Off of the day begin,-1
Bright for S New Vehicle by Polk F,1
user I agree it s accumulation but on SHOT term I m bearish and on long term I m bullish on BAC,-1
still holding for breakout,1
covered not trusting it for a swing will watch for another short tomorrow,-1
agree user hedge funds sold in Q We see if it was a smart move or they the stock in a panic I say the latter,1
million stuck in a squeeze already user,1
ready to go really tight range last few days,1
WOW Bearish past,-1
this is why will go soon,1
strongly today on pretty heavy volume and might be on the way up again,1
The volume is still large so it could potentially break out again at any moment,1
user check out finishing up successful drive from to Boston Prob have in car,1
Selling ICE Short check out my video analysis,-1
Bullish signal initial confirmation pushing above the day average for the st time since of,1
Hurricane are P Another warning lite,-1
Told you on I still target and higher,1
breakout,1
Another Institution sold to foreign as SA is management power over G,-1
AY The Price of Gold to six month low,-1
in red with an eye on the G,-1
T user working on left side of new bases Wait patiently for them to form better price action as entry is everything,1
Hot Stock today MAKO,1
Market Wrap Video to Watch ist CAM,1
AY P The Price of Gold to six month low,-1
Most Advanced,1
today could be the beginning for a run no,1
going to full position in M,1
M currently above resistance this morning,1
Short to prepare for the next correction BID Starting to tighten,-1
Good breakout on high volume Possibly a nice long trade for a profit,1
added to long,1
long flag breakout,1
user magic test,1
short with a tight stop,-1
keep eye on this one poised to breakout to new,1
strong winning trade since up since holding,1
Morning post at my home page,-1
Coiling snake,1
user I was early but right on thanks for out,-1
user I want to frame this post u sent me you may have been only one to read it,-1
TIP p fill the gap,1
nice pattern maybe trying to break out of this handle or wedge,1
stopped out of half,1
alert update I suggest selling at least half again booking over thanks again,1
day at,-1
or pick your winner,-1
It really it user C MON PINT,1
BAC could be the pin today,-1
better be holding,1
user Why is BAC falling and Pullback of OVerall Market,-1
that would be a spike in at,1
N found near its rising dma and it is looking to resume its uptrend,1
I was out today so it but CAY from watch list did well on vol of of ave full day,1
big volume coming in,1
another watch list added yesterday that triggered today volume of of full day average,1
made like scalping this today,1
user BAC accidentally bought the dip Now Close r Till end of March Or buy more on Should Close,-1
Nice share user short,-1
pretty lame selling because sold horse meat in TH SPY,1
